Sample	Type	AneuploidyScore(AS)	AS_del	AS_amp	Genome_doublings	Leuk	Purity	Stroma	Stroma_notLeukocyte
TCGA-DU-5854-01	LGG	7	2	5	0	0.170130039	0.52	0.48	0.309869961
TCGA-DU-5855-01	LGG	1	1	0	0	0.177287341	0.56	0.44	0.262712659
TCGA-DU-5870-02	LGG	1	1	0	0	0.04678857	0.93	0.07	0.02321143
TCGA-DU-5871-01	LGG	1	0	1	0	0.08268151	0.9	0.1	0.01731849
TCGA-DU-5872-01	LGG	1	1	0	0	0.085154896	0.87	0.13	0.044845104
TCGA-DU-5872-02	LGG	0	0	0	0	0.575829339	1	0	-0.575829339
TCGA-DU-5874-01	LGG	2	2	0	0	0.01374215	0.96	0.04	0.02625785
TCGA-DU-6392-01	LGG	2	0	2	0	0.131003405	0.83	0.17	0.038996595
TCGA-DU-6393-01	LGG	8	5	3	0	0.017712254	0.96	0.04	0.022287746
TCGA-DU-6394-01	LGG	2	2	0	0	0.03453883	0.98	0.02	-0.01453883
TCGA-DU-6395-01	LGG	3	0	3	0	0.033862285	0.88	0.12	0.086137715
TCGA-DU-6396-01	LGG	2	2	0	1	0.21949073	0.63	0.37	0.15050927
TCGA-DU-6397-01	LGG	2	2	0	0	0.071922789	0.79	0.21	0.138077211
TCGA-DU-6397-02	LGG	4	4	0	0	0.040540333	0.93	0.07	0.029459667
TCGA-DU-6399-01	LGG	1	1	0	1	0.070478606	0.69	0.31	0.239521394
TCGA-DU-6400-01	LGG	3	3	0	0	0.027461888	0.92	0.08	0.052538112
TCGA-DU-6401-01	LGG	2	2	0	0	0.054471206	0.38	0.62	0.565528794
TCGA-DU-6402-01	LGG	5	3	2	0	0.36536135	0.64	0.36	-0.00536135
TCGA-DU-6403-01	LGG	4	2	2	0	0.104100782	0.71	0.29	0.185899218
TCGA-DU-6404-01	LGG	2	0	2	0	0.122952122	0.29	0.71	0.587047878
TCGA-DU-6405-01	LGG	4	3	1	0	0.062348134	0.87	0.13	0.067651866
TCGA-DU-6406-01	LGG	8	2	6	0	0.06209758	0.98	0.02	-0.04209758
TCGA-DU-6407-01	LGG	7	2	5	0	0.044396834	0.8	0.2	0.155603166
TCGA-DU-6408-01	LGG	1	1	0	0	0.091051907	0.89	0.11	0.018948093
TCGA-DU-6410-01	LGG	6	4	2	0	0.008197227	0.96	0.04	0.031802773
TCGA-DU-6542-01	LGG	1	1	0	0	0.103864703	0.82	0.18	0.076135297
TCGA-DU-7006-01	LGG	6	4	2	0	0.32243777	0.73	0.27	-0.05243777
TCGA-DU-7007-01	LGG	2	2	0	0	0.14916989	0.84	0.16	0.01083011
TCGA-DU-7008-01	LGG	0	0	0	0	0.027440465	0.83	0.17	0.142559535
TCGA-DU-7009-01	LGG	4	4	0	0	0.023179291	0.84	0.16	0.136820709
TCGA-DU-7010-01	LGG	18	10	8	1	0.03390865	0.75	0.25	0.21609135
TCGA-DU-7011-01	LGG	2	0	2	0	0.160060069	0.24	0.76	0.599939931
TCGA-DU-7012-01	LGG	7	5	2	0	0.397846304	0.53	0.47	0.072153696
TCGA-DU-7013-01	LGG	8	2	6	0	0.056972566	0.97	0.03	-0.026972566
TCGA-DU-7014-01	LGG	4	1	3	0	0.065402053	0.77	0.23	0.164597947
TCGA-DU-7015-01	LGG	3	1	2	1	0.153603103	0.32	0.68	0.526396897
TCGA-DU-7018-01	LGG	6	4	2	1	0.025080432	0.87	0.13	0.104919568
TCGA-DU-7019-01	LGG	1	0	1	0	0.166104873	0.73	0.27	0.103895127
TCGA-DU-7290-01	LGG	7	5	2	0	0.232516918	0.68	0.32	0.087483082
TCGA-DU-7292-01	LGG	4	3	1	0	0.064116821	0.99	0.01	-0.054116821
TCGA-DU-7294-01	LGG	4	4	0	0	0.026835733	0.93	0.07	0.043164267
TCGA-DU-7298-01	LGG	4	1	3	0	0.105834465	0.76	0.24	0.134165535
TCGA-DU-7299-01	LGG	3	1	2	1	0.085388298	0.67	0.33	0.244611702
TCGA-DU-7300-01	LGG	4	4	0	0	0.104647182	0.66	0.34	0.235352818
TCGA-DU-7301-01	LGG	1	1	0	0	0.042438288	0.89	0.11	0.067561712
TCGA-DU-7302-01	LGG	4	4	0	0	0.03875296	0.88	0.12	0.08124704
TCGA-DU-7304-01	LGG	3	0	3	0	0.112941471	0.8	0.2	0.087058529
TCGA-DU-7304-02	LGG	3	0	3	0	0.023924442	0.98	0.02	-0.003924442
TCGA-DU-7306-01	LGG	2	0	2	0	0.076934091	0.85	0.15	0.073065909
TCGA-DU-7309-01	LGG	0	0	0	0	0.099209975	0.73	0.27	0.170790025
TCGA-DU-8158-01	LGG	11	11	0	0	0.355270137	0.7	0.3	-0.055270137
TCGA-DU-8161-01	LGG	9	6	3	0	0.320051548	0.54	0.46	0.139948452
TCGA-DU-8162-01	LGG	3	0	3	0	0.122069936	0.21	0.79	0.667930064
TCGA-DU-8163-01	LGG	2	0	2	1	0.190125793	0.46	0.54	0.349874207
TCGA-DU-8164-01	LGG	2	2	0	0	0.030790687	0.91	0.09	0.059209313
TCGA-DU-8165-01	LGG	26	16	10	2	0.211445103	0.57	0.43	0.218554897
TCGA-DU-8166-01	LGG	3	1	2	0	0.055451433	0.84	0.16	0.104548567
TCGA-DU-8167-01	LGG	5	5	0	1	0.057481851	0.49	0.51	0.452518149
TCGA-DU-8168-01	LGG	2	2	0	0	0.019780068	0.97	0.03	0.010219932
TCGA-DU-A5TP-01	LGG	1	1	0	1	0.117349925	0.68	0.32	0.202650075
TCGA-DU-A5TR-01	LGG	5	2	3	0	0.247133613	0.73	0.27	0.022866387
TCGA-DU-A5TS-01	LGG	2	1	1	0	0.070371206	0.78	0.22	0.149628794
TCGA-DU-A5TT-01	LGG	30	22	8	2	0.205828463	0.48	0.52	0.314171537
TCGA-DU-A5TU-01	LGG	3	0	3	0	0.158545238	0.81	0.19	0.031454762
TCGA-DU-A5TW-01	LGG	4	0	4	1	0.054028738	0.58	0.42	0.365971262
TCGA-DU-A5TY-01	LGG	13	5	8	1	0.217657705	0.57	0.43	0.212342295
TCGA-DU-A6S2-01	LGG	2	2	0	1	0.0924705	0.54	0.46	0.3675295
TCGA-DU-A6S3-01	LGG	2	2	0	0	0.044030473	0.79	0.21	0.165969527
TCGA-DU-A6S6-01	LGG	2	2	0	0	0.04128372	0.86	0.14	0.09871628
TCGA-DU-A6S7-01	LGG	6	0	6	1	0.062077876	0.76	0.24	0.177922124
TCGA-DU-A6S8-01	LGG	7	7	0	1	0.049857098	0.76	0.24	0.190142902
TCGA-DU-A76K-01	LGG	10	3	7	0	0.208342258	0.61	0.39	0.181657742
TCGA-DU-A76L-01	LGG	8	4	4	0	0.22204877	0.65	0.35	0.12795123
TCGA-DU-A76O-01	LGG	2	0	2	1	0.124566732	0.72	0.28	0.155433268
TCGA-DU-A76R-01	LGG	3	3	0	0	0.085665727	0.82	0.18	0.094334273
TCGA-DU-A7T6-01	LGG	15	13	2	2	0.064631619	0.81	0.19	0.125368381
TCGA-DU-A7T8-01	LGG	1	1	0	1	0.052669267	0.79	0.21	0.157330733
TCGA-DU-A7TA-01	LGG	10	5	5	1	0.101795721	0.75	0.25	0.148204279
TCGA-DU-A7TB-01	LGG	1	0	1	0	0.133315654	0.68	0.32	0.186684346
TCGA-DU-A7TC-01	LGG	3	2	1	1	0.06228133	0.64	0.36	0.29771867
TCGA-DU-A7TD-01	LGG	6	4	2	0	0.155456496	0.81	0.19	0.034543504
TCGA-DU-A7TG-01	LGG	2	2	0	1	0.251014909	0.5	0.5	0.248985091
TCGA-DU-A7TI-01	LGG	1	0	1	1	0.179547993	0.74	0.26	0.080452007
TCGA-DU-A7TJ-01	LGG	5	3	2	0	0.106501651	0.87	0.13	0.023498349
TCGA-E1-5302-01	LGG	1	1	0	0	0.135250571	0.85	0.15	0.014749429
TCGA-E1-5303-01	LGG	2	0	2	1	0.135320152	0.46	0.54	0.404679848
TCGA-E1-5304-01	LGG	22	4	18	1	0.010324162	0.93	0.07	0.059675838
TCGA-E1-5305-01	LGG	2	2	0	0	0.037839072	0.77	0.23	0.192160928
TCGA-E1-5307-01	LGG	7	7	0	1	0.059853038	0.19	0.81	0.750146962
TCGA-E1-5311-01	LGG	3	3	0	0	0.048448822	0.84	0.16	0.111551178
TCGA-E1-5318-01	LGG	2	2	0	1	0.038621969	0.78	0.22	0.181378031
TCGA-E1-5319-01	LGG	2	2	0	0	0.050437527	0.7	0.3	0.249562473
TCGA-E1-5322-01	LGG	3	2	1	1	0.116577009	0.74	0.26	0.143422991
TCGA-E1-A7YD-01	LGG	19	6	13	1	0.139585191	0.79	0.21	0.070414809
TCGA-E1-A7YE-01	LGG	4	4	0	0	0.188952369	0.8	0.2	0.011047631
TCGA-E1-A7YH-01	LGG	0	0	0	1	0.107439552	0.54	0.46	0.352560448
TCGA-E1-A7YI-01	LGG	3	1	2	0	0.043675073	0.92	0.08	0.036324927
TCGA-E1-A7YJ-01	LGG	9	4	5	0	0.163451111	0.78	0.22	0.056548889
TCGA-E1-A7YK-01	LGG	7	6	1	2	0.226808351	0.45	0.55	0.323191649
TCGA-E1-A7YL-01	LGG	11	6	5	1	0.293333006	0.53	0.47	0.176666994
TCGA-E1-A7YM-01	LGG	6	4	2	0	0.17593287	0.5	0.5	0.32406713
TCGA-E1-A7YN-01	LGG	5	3	2	0	0.445087101	0.36	0.64	0.194912899
TCGA-E1-A7YO-01	LGG	2	2	0	1	0.058081285	0.77	0.23	0.171918715
TCGA-E1-A7YQ-01	LGG	28	15	13	1	0.234086984	0.59	0.41	0.175913016
TCGA-E1-A7YS-01	LGG	24	3	21	1	0.026678501	0.92	0.08	0.053321499
TCGA-E1-A7YU-01	LGG	0	0	0	1	0.071654696	0.58	0.42	0.348345304
TCGA-E1-A7YV-01	LGG	10	6	4	1	0.094593822	0.71	0.29	0.195406178
TCGA-E1-A7YW-01	LGG	2	1	1	1	0.096719998	0.57	0.43	0.333280002
TCGA-E1-A7YY-01	LGG	2	2	0	0	0.222052119	0.18	0.82	0.597947881
TCGA-E1-A7Z2-01	LGG	7	4	3	0	0.086258217	0.74	0.26	0.173741783
TCGA-E1-A7Z3-01	LGG	1	0	1	1	0.252021836	0.5	0.5	0.247978164
TCGA-E1-A7Z4-01	LGG	1	1	0	1	0.052297315	0.72	0.28	0.227702685
TCGA-E1-A7Z6-01	LGG	1	0	1	1	0.111899696	0.63	0.37	0.258100304
TCGA-EZ-7264-01	LGG	5	5	0	0	0.007151252	0.97	0.03	0.022848748
TCGA-F6-A8O3-01	LGG	4	4	0	0	0.032734645	0.92	0.08	0.047265355
TCGA-F6-A8O4-01	LGG	0	0	0	0	0.047959895	0.81	0.19	0.142040105
TCGA-FG-5962-01	LGG	3	3	0	0	0.038001545	0.83	0.17	0.131998455
TCGA-FG-5963-01	LGG	5	4	1	0	0.238585689	0.42	0.58	0.341414311
TCGA-FG-5963-02	LGG	30	5	25	1	0.152312001	0.74	0.26	0.107687999
TCGA-FG-5964-01	LGG	5	5	0	0	0.190974534	0.64	0.36	0.169025466
TCGA-FG-5965-01	LGG	2	1	1	1	0.129000278	0.58	0.42	0.290999722
TCGA-FG-6688-01	LGG	4	2	2	0	0.190761205	0.38	0.62	0.429238795
TCGA-FG-6689-01	LGG	3	3	0	0	0.16540893	0.59	0.41	0.24459107
TCGA-FG-6690-01	LGG	0	0	0	0	0.156546584	0.52	0.48	0.323453416
TCGA-FG-6691-01	LGG	3	0	3	0	0.223097577	0.83	0.17	-0.053097577
TCGA-FG-6692-01	LGG	7	3	4	0	0.177779687	0.84	0.16	-0.017779687
TCGA-FG-7634-01	LGG	2	2	0	0	0.076177542	0.84	0.16	0.083822458
TCGA-FG-7636-01	LGG	3	3	0	1	0.107602128	0.81	0.19	0.082397872
TCGA-FG-7638-01	LGG	2	2	0	0	0.054910563	0.88	0.12	0.065089437
TCGA-FG-7641-01	LGG	3	3	0	0	0.041966042	0.79	0.21	0.168033958
TCGA-FG-7643-01	LGG	7	3	4	0	0.12470434	0.28	0.72	0.59529566
TCGA-FG-8181-01	LGG	0	0	0	0	0.229990212	0.74	0.26	0.030009788
TCGA-FG-8182-01	LGG	2	0	2	0	0.075532705	0.19	0.81	0.734467295
TCGA-FG-8185-01	LGG	1	0	1	1	0.045321187	0.76	0.24	0.194678813
TCGA-FG-8186-01	LGG	2	2	0	0	0.053816353	0.82	0.18	0.126183647
TCGA-FG-8187-01	LGG	2	2	0	0	0.054429207	0.73	0.27	0.215570793
TCGA-FG-8188-01	LGG	2	2	0	1	0.065047194	0.27	0.73	0.664952806
TCGA-FG-8191-01	LGG	0	0	0	1	0.184146726	0.42	0.58	0.395853274
TCGA-FG-A4MT-01	LGG	1	1	0	1	0.032369657	0.88	0.12	0.087630343
TCGA-FG-A4MT-02	LGG	1	1	0	0	0.121557218	0.69	0.31	0.188442782
TCGA-FG-A4MU-01	LGG	8	2	6	0	0.100066622	0.91	0.09	-0.010066622
TCGA-FG-A4MW-01	LGG	7	3	4	0	0.130999974	0.72	0.28	0.149000026
TCGA-FG-A4MX-01	LGG	0	0	0	0	0.047064357	0.9	0.1	0.052935643
TCGA-FG-A4MY-01	LGG	2	1	1	1	0.035797185	0.94	0.06	0.024202815
TCGA-FG-A60J-01	LGG	2	2	0	1	0.064057064	0.75	0.25	0.185942936
TCGA-FG-A60K-01	LGG	2	2	0	1	0.080523913	0.83	0.17	0.089476087
TCGA-FG-A60L-01	LGG	3	1	2	0	0.164693206	0.5	0.5	0.335306794
TCGA-FG-A6IZ-01	LGG	3	3	0	0	0.026785871	0.96	0.04	0.013214129
TCGA-FG-A6J1-01	LGG	4	4	0	1	0.07167213	0.79	0.21	0.13832787
TCGA-FG-A6J3-01	LGG	8	5	3	1	0.130359656	0.68	0.32	0.189640344
TCGA-FG-A70Y-01	LGG	0	0	0	0	0.123206196	0.65	0.35	0.226793804
TCGA-FG-A70Z-01	LGG	5	3	2	0	0.231001169	0.7	0.3	0.068998831
TCGA-FG-A710-01	LGG	2	2	0	0	0.090700971	0.83	0.17	0.079299029
TCGA-FG-A711-01	LGG	1	1	0	0	0.133084237	0.74	0.26	0.126915763
TCGA-FG-A713-01	LGG	2	2	0	1	0.104225354	0.34	0.66	0.555774646
TCGA-FG-A87N-01	LGG	2	1	1	0	0.06451276	0.9	0.1	0.03548724
TCGA-FG-A87Q-01	LGG	8	4	4	0	0.231279581	0.54	0.46	0.228720419
TCGA-FN-7833-01	LGG	0	0	0	0	0.054698264	0.91	0.09	0.035301736
TCGA-HT-7467-01	LGG	4	4	0	1	0.114956481	0.22	0.78	0.665043519
TCGA-HT-7468-01	LGG	3	3	0	0	0.02037538	0.99	0.01	-0.01037538
TCGA-HT-7469-01	LGG	5	5	0	1	0.033141299	0.95	0.05	0.016858701
TCGA-HT-7470-01	LGG	3	2	1	1	0.139271823	0.83	0.17	0.030728177
TCGA-HT-7471-01	LGG	2	2	0	0	0.030009464	0.93	0.07	0.039990536
TCGA-HT-7472-01	LGG	0	0	0	0	0.181004703	0.71	0.29	0.108995297
TCGA-HT-7473-01	LGG	4	0	4	0	0.193337069	0.74	0.26	0.066662931
TCGA-HT-7474-01	LGG	2	1	1	0	0.144163514	0.61	0.39	0.245836486
TCGA-HT-7475-01	LGG	4	3	1	0	0.049734166	0.84	0.16	0.110265834
TCGA-HT-7476-01	LGG	3	0	3	0	0.162230032	0.71	0.29	0.127769968
TCGA-HT-7477-01	LGG	13	9	4	1	0.049856031	0.74	0.26	0.210143969
TCGA-HT-7478-01	LGG	2	1	1	0	0.297344143	0.62	0.38	0.082655857
TCGA-HT-7479-01	LGG	3	0	3	0	0.144299137	0.53	0.47	0.325700863
TCGA-HT-7480-01	LGG	3	3	0	0	0.033987126	0.89	0.11	0.076012874
TCGA-HT-7481-01	LGG	2	2	0	0	0.098909272	0.58	0.42	0.321090728
TCGA-HT-7482-01	LGG	4	1	3	0	0.076951205	0.65	0.35	0.273048795
TCGA-HT-7483-01	LGG	1	0	1	0	0.111851136	0.8	0.2	0.088148864
TCGA-HT-7485-01	LGG	0	0	0	0	0.118922443	0.79	0.21	0.091077557
TCGA-HT-7601-01	LGG	1	1	0	0	0.228691713	0.65	0.35	0.121308287
TCGA-HT-7602-01	LGG	0	0	0	0	0.174309728	0.47	0.53	0.355690272
TCGA-HT-7603-01	LGG	0	0	0	0	0.143943006	0.59	0.41	0.266056994
TCGA-HT-7604-01	LGG	1	0	1	0	0.041001539	0.95	0.05	0.008998461
TCGA-HT-7605-01	LGG	2	2	0	0	0.073536853	0.68	0.32	0.246463147
TCGA-HT-7606-01	LGG	2	2	0	0	0.038768483	0.93	0.07	0.031231517
TCGA-HT-7607-01	LGG	3	2	1	0	0.229761938	0.36	0.64	0.410238062
TCGA-HT-7608-01	LGG	2	2	0	0	0.107347967	0.85	0.15	0.042652033
TCGA-HT-7609-01	LGG	0	0	0	0	0.078693432	0.19	0.81	0.731306568
TCGA-HT-7610-01	LGG	0	0	0	0	0.115420651	0.61	0.39	0.274579349
TCGA-HT-7611-01	LGG	1	0	1	1	0.062259073	0.65	0.35	0.287740927
TCGA-HT-7616-01	LGG	4	4	0	0	0.108608812	0.79	0.21	0.101391188
TCGA-HT-7620-01	LGG	2	2	0	0	0.074667514	0.42	0.58	0.505332486
TCGA-HT-7676-01	LGG	0	0	0	1	0.09373449	0.71	0.29	0.19626551
TCGA-HT-7677-01	LGG	2	2	0	1	0.034255683	0.77	0.23	0.195744317
TCGA-HT-7680-01	LGG	0	0	0	0	0.265290002	0.23	0.77	0.504709998
TCGA-HT-7681-01	LGG	2	2	0	0	0.115361936	0.73	0.27	0.154638064
TCGA-HT-7684-01	LGG	2	0	2	0	0.085818181	0.61	0.39	0.304181819
TCGA-HT-7686-01	LGG	3	2	1	1	0.238688572	0.56	0.44	0.201311428
TCGA-HT-7687-01	LGG	2	2	0	0	0.086083347	0.85	0.15	0.063916653
TCGA-HT-7688-01	LGG	8	6	2	1	0.069966373	0.52	0.48	0.410033627
TCGA-HT-7689-01	LGG	2	2	0	0	0.071102985	0.72	0.28	0.208897015
TCGA-HT-7690-01	LGG	2	2	0	0	0.070649411	0.79	0.21	0.139350589
TCGA-HT-7691-01	LGG	0	0	0	0	0.26514105	0.5	0.5	0.23485895
TCGA-HT-7692-01	LGG	4	4	0	0	0.058624628	0.9	0.1	0.041375372
TCGA-HT-7693-01	LGG	4	2	2	0	0.045727206	0.93	0.07	0.024272794
TCGA-HT-7694-01	LGG	2	2	0	0	0.059276399	0.46	0.54	0.480723601
TCGA-HT-7695-01	LGG	2	2	0	0	0.045361641	0.77	0.23	0.184638359
TCGA-HT-7854-01	LGG	0	0	0	0	0.242804514	0.42	0.58	0.337195486
TCGA-HT-7855-01	LGG	1	0	1	0	0.041129359	0.91	0.09	0.048870641
TCGA-HT-7856-01	LGG	4	4	0	1	0.176571181	0.35	0.65	0.473428819
TCGA-HT-7857-01	LGG	5	5	0	1	0.344274322	0.41	0.59	0.245725678
TCGA-HT-7858-01	LGG	1	1	0	0	0.177726598	0.61	0.39	0.212273402
TCGA-HT-7860-01	LGG	9	3	6	0	0.216860591	0.73	0.27	0.053139409
TCGA-HT-7873-01	LGG	2	1	1	0	0.065534996	0.82	0.18	0.114465004
TCGA-HT-7874-01	LGG	2	2	0	0	0.177643283	0.43	0.57	0.392356717
TCGA-HT-7875-01	LGG	2	2	0	1	0.027362795	0.85	0.15	0.122637205
TCGA-HT-7877-01	LGG	2	2	0	0	0.08370033	0.66	0.34	0.25629967
TCGA-HT-7879-01	LGG	1	0	1	1	0.124324574	0.68	0.32	0.195675426
TCGA-HT-7880-01	LGG	0	0	0	0	0.216281397	0.87	0.13	-0.086281397
TCGA-HT-7881-01	LGG	2	2	0	0	0.131676295	0.43	0.57	0.438323705
TCGA-HT-7882-01	LGG	8	2	6	0	0.496169587	0.27	0.73	0.233830413
TCGA-HT-7884-01	LGG	2	1	1	1	0.041378863	0.59	0.41	0.368621137
TCGA-HT-7902-01	LGG	6	6	0	1	0.138103298	0.22	0.78	0.641896702
TCGA-HT-8010-01	LGG	2	2	0	1	0.159718914	0.43	0.57	0.410281086
TCGA-HT-8011-01	LGG	6	2	4	0	0.070490072	0.85	0.15	0.079509928
TCGA-HT-8012-01	LGG	3	3	0	0	0.029053522	0.89	0.11	0.080946478
TCGA-HT-8013-01	LGG	4	0	4	0	0.061232824	0.84	0.16	0.098767176
TCGA-HT-8015-01	LGG	0	0	0	0	0.346116666	0.32	0.68	0.333883334
TCGA-HT-8018-01	LGG	3	2	1	1	0.334163685	0.25	0.75	0.415836315
TCGA-HT-8104-01	LGG	7	3	4	0	0.118892421	0.75	0.25	0.131107579
TCGA-HT-8105-01	LGG	2	2	0	1	0.054427609	0.73	0.27	0.215572391
TCGA-HT-8106-01	LGG	7	6	1	1	0.52968882	0.2	0.8	0.27031118
TCGA-HT-8107-01	LGG	0	0	0	0	0.189726512	0.31	0.69	0.500273488
TCGA-HT-8108-01	LGG	0	0	0	0	0.100288544	0.84	0.16	0.059711456
TCGA-HT-8109-01	LGG	2	2	0	0	0.115573025	0.66	0.34	0.224426975
TCGA-HT-8110-01	LGG	5	3	2	0	0.376994149	0.57	0.43	0.053005851
TCGA-HT-8111-01	LGG	4	0	4	1	0.251146798	0.43	0.57	0.318853202
TCGA-HT-8113-01	LGG	1	1	0	0	0.196889712	0.34	0.66	0.463110288
TCGA-HT-8114-01	LGG	0	0	0	0	0.175548386	0.62	0.38	0.204451614
TCGA-HT-8563-01	LGG	2	1	1	0	0.42922867	0.46	0.54	0.11077133
TCGA-HT-8564-01	LGG	25	7	18	1	0.138723909	0.66	0.34	0.201276091
TCGA-HT-A4DS-01	LGG	14	7	7	0	0.169915709	0.8	0.2	0.030084291
TCGA-HT-A5R5-01	LGG	3	0	3	1	0.253165882	0.17	0.83	0.576834118
TCGA-HT-A5R7-01	LGG	1	1	0	1	0.196202977	0.9	0.1	-0.096202977
TCGA-HT-A5R9-01	LGG	6	4	2	0	0.066834081	0.84	0.16	0.093165919
TCGA-HT-A5RA-01	LGG	7	3	4	0	0.125497959	0.85	0.15	0.024502041
TCGA-HT-A5RB-01	LGG	0	0	0	0	0.049164808	0.84	0.16	0.110835192
TCGA-HT-A5RC-01	LGG	7	2	5	0	0.160607543	0.72	0.28	0.119392457
TCGA-HT-A614-01	LGG	2	1	1	0	0.067932862	0.81	0.19	0.122067138
TCGA-HT-A615-01	LGG	2	2	0	1	0.212727433	0.59	0.41	0.197272567
TCGA-HT-A616-01	LGG	3	1	2	1	0.068098449	0.54	0.46	0.391901551
TCGA-HT-A617-01	LGG	11	9	2	1	0.380220759	0.76	0.24	-0.140220759
TCGA-HT-A618-01	LGG	6	6	0	1	0.26509017	0.54	0.46	0.19490983
TCGA-HT-A61B-01	LGG	8	7	1	1	0.087994115	0.76	0.24	0.152005885
TCGA-HT-A61C-01	LGG	5	3	2	0	0.138167651	0.82	0.18	0.041832349
TCGA-HT-A74H-01	LGG	7	2	5	1	0.202400602	0.68	0.32	0.117599398
TCGA-HT-A74J-01	LGG	4	0	4	0	0.124935897	0.78	0.22	0.095064103
TCGA-HT-A74K-01	LGG	5	5	0	1	0.054031077	0.65	0.35	0.295968923
TCGA-HT-A74L-01	LGG	5	4	1	1	0.05576803	0.83	0.17	0.11423197
TCGA-HT-A74O-01	LGG	1	0	1	0	0.118460922	0.83	0.17	0.051539078
TCGA-HW-7486-01	LGG	2	2	0	0	0.052428769	0.56	0.44	0.387571231
TCGA-HW-7487-01	LGG	4	4	0	1	0.04458394	0.56	0.44	0.39541606
TCGA-HW-7489-01	LGG	0	0	0	1	0.147318025	0.51	0.49	0.342681975
TCGA-HW-7490-01	LGG	2	1	1	0	0.116874103	0.86	0.14	0.023125897
TCGA-HW-7491-01	LGG	7	7	0	0	0.024775436	0.93	0.07	0.045224564
TCGA-HW-7493-01	LGG	0	0	0	0	0.139145772	0.67	0.33	0.190854228
TCGA-HW-7495-01	LGG	2	2	0	0	0.047911398	0.72	0.28	0.232088602
TCGA-HW-8319-01	LGG	3	1	2	0	0.055838214	0.81	0.19	0.134161786
TCGA-HW-8320-01	LGG	3	2	1	1	0.057316467	0.31	0.69	0.632683533
TCGA-HW-8321-01	LGG	0	0	0	0	0.124523746	0.75	0.25	0.125476254
TCGA-HW-8322-01	LGG	2	2	0	1	0.025531706	0.82	0.18	0.154468294
TCGA-HW-A5KJ-01	LGG	2	2	0	0	0.06286013	0.82	0.18	0.11713987
TCGA-HW-A5KK-01	LGG	7	5	2	0	0.289507392	0.3	0.7	0.410492608
TCGA-HW-A5KL-01	LGG	0	0	0	0	0.055683102	0.79	0.21	0.154316898
TCGA-HW-A5KM-01	LGG	2	1	1	0	0.234743298	0.77	0.23	-0.004743298
TCGA-IK-7675-01	LGG	2	2	0	0	0.028870897	1	0	-0.028870897
TCGA-IK-8125-01	LGG	2	2	0	0	0.061785059	0.81	0.19	0.128214941
TCGA-KT-A74X-01	LGG	3	3	0	0	0.052769749	0.87	0.13	0.077230251
TCGA-KT-A7W1-01	LGG	6	2	4	0	0.102852708	0.88	0.12	0.017147292
TCGA-P5-A5ET-01	LGG	2	2	0	0	0.038790569	0.84	0.16	0.121209431
TCGA-P5-A5EU-01	LGG	5	5	0	1	0.133239877	0.75	0.25	0.116760123
TCGA-P5-A5EV-01	LGG	4	3	1	0	0.103770211	0.82	0.18	0.076229789
TCGA-P5-A5EW-01	LGG	0	0	0	0	0.057570203	0.84	0.16	0.102429797
TCGA-P5-A5EX-01	LGG	4	4	0	0	0.287492692	0.71	0.29	0.002507308
TCGA-P5-A5EY-01	LGG	0	0	0	0	0.266539228	0.4	0.6	0.333460772
TCGA-P5-A5EZ-01	LGG	2	2	0	0	0.130175243	0.64	0.36	0.229824757
TCGA-P5-A5F0-01	LGG	4	2	2	0	0.075660007	0.76	0.24	0.164339993
TCGA-P5-A5F1-01	LGG	2	0	2	0	0.090148533	0.79	0.21	0.119851467
TCGA-P5-A5F2-01	LGG	1	1	0	1	0.107071337	0.61	0.39	0.282928663
TCGA-P5-A5F4-01	LGG	5	5	0	1	0.081337888	0.6	0.4	0.318662112
TCGA-P5-A5F6-01	LGG	18	18	0	0	0.164980039	0.88	0.12	-0.044980039
TCGA-P5-A72U-01	LGG	7	3	4	0	0.410729919	0.46	0.54	0.129270081
TCGA-P5-A72W-01	LGG	4	3	1	1	0.050693354	0.81	0.19	0.139306646
TCGA-P5-A72X-01	LGG	1	0	1	0	0.131285983	0.73	0.27	0.138714017
TCGA-P5-A72Z-01	LGG	6	6	0	0	0.018175506	0.97	0.03	0.011824494
TCGA-P5-A730-01	LGG	2	2	0	0	0.042626978	0.86	0.14	0.097373022
TCGA-P5-A731-01	LGG	0	0	0	0	0.07829222	0.84	0.16	0.08170778
TCGA-P5-A733-01	LGG	2	2	0	1	0.081169098	0.64	0.36	0.278830902
TCGA-P5-A735-01	LGG	0	0	0	0	0.064433223	0.86	0.14	0.075566777
TCGA-P5-A736-01	LGG	0	0	0	1	0.223598074	0.34	0.66	0.436401926
TCGA-P5-A737-01	LGG	3	3	0	0	0.046938319	0.93	0.07	0.023061681
TCGA-P5-A77W-01	LGG	8	8	0	1	0.050024516	0.68	0.32	0.269975484
TCGA-P5-A77X-01	LGG	4	3	1	0	0.058686119	0.84	0.16	0.101313881
TCGA-P5-A780-01	LGG	10	9	1	1	0.141985881	0.57	0.43	0.288014119
TCGA-P5-A781-01	LGG	2	2	0	0	0.07159106	0.76	0.24	0.16840894
TCGA-QH-A65R-01	LGG	4	4	0	1	0.05769446	0.73	0.27	0.21230554
TCGA-QH-A65S-01	LGG	5	3	2	1	0.069665166	0.53	0.47	0.400334834
TCGA-QH-A65V-01	LGG	2	2	0	0	0.055388498	0.72	0.28	0.224611502
